Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
22,Sergey Krakovsky,G,6'00,182.88,12 04,11/08/1960,25,,Dnipro Dnipropetrovsk,USSR,C
1,Nasser Edine Drid,G,,,,22/01/1957,29,,MC Oran,Algeria,D
2,Mahmoud Guendouz,D,6'00,182.88,12 00,24/02/1953,33,El-Harrach,IR El Biar,Algeria,D
3,Fathi Chebal,D,,,,19/08/1956,29,,Rouen,Algeria,D
4,Nourredine Kourichi,D,6'04,193.04,13 10,12/04/1954,32,Ostricourt,Lille,Algeria,D
5,Abdellah Medjadi Liegeon,D,5'09,175.26,11 03,01/12/1957,28,,Monaco,Algeria,D
6,Mohammed Kaci Said,M,5'09,175.26,11 03,02/05/1958,28,,RS Kouba,Algeria,D
7,Salah Assad,F,6'00,182.88,11 07,13/03/1958,28,Larbaa Nat Iraten,Mulhouse,Algeria,D
8,Karim Maroc,M,5'08,172.72,10 12,05/03/1958,28,Tunis,Montpellier,Algeria,D
9,Djamel Menad,F,5'09,175.26,11 07,22/07/1960,25,El-Bayadh-Sa¥da,JE Tizi-Ouzou,Algeria,D
10,Lakhdar Belloumi,M,5'09,175.26,10 10,29/12/1958,27,Mascara,Mascara,Algeria,D
11,Rabah Madjer,F,5'10,177.8,10 12,15/02/1958,28,Hussein Dey,Porto,Algeria,D
12,Tedj Bensaoula,F,6'00,182.88,11 07,01/12/1954,31,Oran,Le Havre,Algeria,D
13,Rachid Harkouk,F,6'02,187.96,13 05,19/05/1956,30,Chelsea,Notts Co,Algeria,D
14,Djamel Zidane,F,5'11,180.34,11 05,28/04/1955,31,,Waterschei Thor,Algeria,D
15,Abdelhamid Sadmi,D,,,,01/01/1961,25,,JE Tizi-Ouzou,Algeria,D
16,Faouzi Mansouri,D,5'09,175.26,11 07,17/01/1956,30,Menzel,Montpellier,Algeria,D
17,Faouzi Ben Khalidi,M,,,,03/02/1963,23,,WOB Boufarik,Algeria,D
18,Halim Benmabrouk,M,5'11,180.34,11 00,25/06/1960,25,,Racing Club Paris,Algeria,D
19,Mohammed Chaib,M,,,,20/05/1957,29,,RS Kouba,Algeria,D
20,Fodil Megharia,D,,,,23/05/1961,25,,Shlef Olimpie,Algeria,D
21,Larbi El Hadi,G,5'10,177.8,12 08,27/05/1961,25,,WOB Boufarik,Algeria,D
22,Mourad Amara,G,5'09,175.26,12 04,19/02/1959,27,,JE Tizi-Ouzou,Algeria,D
1,Carlos,G,6'02 ,187.96,12 11,04/03/1956,30,Vineyard,Corinthians,Brazil,D
2,Edson,D,5'08 ,172.72,10 06,03/07/1959,26,Sao Jose do Rio Pardo,Corinthians,Brazil,D
3,Oscar,D,,,,20/06/1954,31,Monte SiÜo,Sao Paulo,Brazil,D
4,Edinho,D,5'11 ,180.34,11 11,05/06/1955,30,Rio de Janeiro,Udinese,Brazil,D
5,Hawk,M,,,,16/10/1953,32,Santa Catarina,Sao Paulo,Brazil,D
6,Junior,M,,,,29/06/1954,31,West Sussex,Torino,Brazil,D
7,MÙller,F,,,,31/01/1966,20,Large field,Sao Paulo,Brazil,D
8,Big house,F,6'02 ,187.96,13 05,15/04/1963,23,Sao Paulo,Corinthians,Brazil,D
9,bald,F,5'10 ,177.8,11 11,05/10/1960,25,Araraquara,Sao Paulo,Brazil,D
10,Zico,M,5'08 ,172.72,11 03,03/03/1953,33,Rio de Janeiro,Flamengo,Brazil,D
11,Edivaldo,F,,,,13/04/1962,24,Volta Redonda,Atl_tico Mineiro,Brazil,D
12,Paulo Vitor,G,,,,07/06/1957,28,Bel_m,Fluminense,Brazil,D
13,Josimar,D,,,,19/09/1961,24,Rio de Janeiro,Botafogo,Brazil,D
14,Julio Cesar,D,6'03 ,190.5,12 13,08/03/1963,23,Bauru,Guarani,Brazil,D
15,German,M,5'11 ,180.34,11 03,22/11/1961,24,Lavras,Botafogo,Brazil,D
16,Mauro GalvÜo,D,,,,19/12/1961,24,Porto Alegre,International,Brazil,D
17,White,D,5'10 ,177.8,12 02,04/04/1964,22,Bag_,Fluminense,Brazil,D
18,Socrates,M,,,,19/02/1954,32,Bel_m,Flamengo,Brazil,D
19,Elzo,M,5'10 ,177.8,12 00,22/01/1961,25,Serrania,Atl_tico Mineiro,Brazil,D
20,Silas,M,5'10 ,177.8,11 00,08/08/1965,20,Campinas,Sao Paulo,Brazil,D
21,Valdo,M,5'08 ,172.72,10 08,12/01/1964,22,SiderÑpolis,Guild,Brazil,D
22,Lion,G,,,,11/07/1949,36,Cheap flights from Sao Paulo Ribeirao Preto,Palm Trees,Brazil,D
1,Pat Jennings,G,6'00,182.88,12 08,12/06/1945,40,"Newry, County",Tottenham H,Northern Ireland,D
2,Jimmy Nicholl,D,5'10,177.8,11 09,28/12/1956,29,Hamilton,WBA,Northern Ireland,D
3,Mal Donaghy,D,,,,13/09/1957,28,Belfast,Luton T,Northern Ireland,D
4,John O'Neill,D,6'00,182.88,13 03,11/03/1958,28,Derry,Leicester C,Northern Ireland,D
5,Alan McDonald,D,6'02,187.96,12 07,12/10/1963,22,Belfast,QPR,Northern Ireland,D
6,David McCreery,M,5'07,170.18,10 08,16/09/1957,28,Belfast,Newcastle U,Northern Ireland,D
7,Steve Penney,F,5'09,175.26,10 03,16/01/1964,22,Ballymena,Brighton & HA,Northern Ireland,D
8,Sammy McIlroy,M,5'10,177.8,11 09,02/08/1954,31,Belfast,Manchester C,Northern Ireland,D
9,Jimmy Quinn,F,6'01,185.42,13 10,18/11/1959,26,Belfast,Blackburn R,Northern Ireland,D
10,Norman Whiteside,M,6'00,182.88,12 04,07/05/1965,21,Belfast,Manchester U,Northern Ireland,D
11,Ian Stewart,F,5'07,170.18,10 08,10/09/1961,24,Belfast,Newcastle U,Northern Ireland,D
12,Jim Platt,G,6'00,182.88,12 08,26/01/1951,35,Ballymena,Coleraine,Northern Ireland,D
13,Philip Hughes,G,,,,19/11/1964,21,,Bury,Northern Ireland,D
14,Gerry Armstrong,F,5'11,180.34,13 03,23/05/1954,32,Belfast,WBA,Northern Ireland,D
15,Nigel Worthington,D,5'11,180.34,12 08,04/11/1961,24,Ballymena,Sheffield W,Northern Ireland,D
16,Paul Ramsey,D,,,,03/09/1962,23,Derry,Leicester C,Northern Ireland,D
17,Colin Clarke,F,5'11,180.34,12 08,30/10/1962,23,Newry,Bournemouth,Northern Ireland,D
18,John McClelland,D,6'01,185.42,11 05,07/12/1955,30,Belfast,Watford,Northern Ireland,D
19,Billy Hamilton,F,6'01,185.42,12 00,09/05/1957,29,Belfast,Oxford U,Northern Ireland,D
20,Bernard McNally,M,,,,17/02/1963,23,Shrewsbury,Shrewsbury T,Northern Ireland,D
21,David Campbell,M,5'09,175.26,10 12,02/06/1965,20,Eglinton,Nottingham F,Northern Ireland,D
22,Mark Caughey,F,,,,27/08/1960,25,Belfast,Linfield,Northern Ireland,D
1,Andoni Zubizarreta,G,6'02,187.96,13 08,23/10/1961,24,Vitoria-Gasteiz,Athletic Bilbao,Spain,D
2,Tomàs,D,5'07,170.18,11 00,09/08/1960,25,Santiago de Compostela,Atl_tico Madrid,Spain,D
3,Jos_ Antonio Camacho,D,5'09,175.26,11 00,08/06/1955,30,Cieza,Real Madrid,Spain,D
4,Antonio Maceda,D,6'03,190.5,12 13,16/05/1957,29,Sagunto,Real Madrid,Spain,D
5,VÕctor,M,,,,15/03/1957,29,Zaragoza,Barcelona,Spain,D
6,Rafael Gordillo,M,5'10,177.8,12 00,24/02/1957,29,Almendralejo,Real Madrid,Spain,D
7,Juan Antonio Se_or,M,5'06,167.64,09 13,28/06/1958,27,Madrid,Zaragoza,Spain,D
8,Andoni Goikoetxea,D,5'11,180.34,13 01,23/08/1956,29,Alonsotegui,Athletic Bilbao,Spain,D
9,Emilio Butrague_o,F,5'07,170.18,10 12,22/07/1963,22,Madrid,Real Madrid,Spain,D
10,Francisco Jos_ Carrasco,F,,,,06/03/1959,27,Alcoy,Barcelona,Spain,D
11,Julio Alberto,D,,,,07/10/1958,27,Oviedo,Barcelona,Spain,D
12,Quique Seti_n,M,,,,27/09/1958,27,Santander,Atl_tico Madrid,Spain,D
13,Urruti,G,,,,17/02/1952,34,San Sebastiàn,Barcelona,Spain,D
14,Ricardo Gallego,M,5'10,177.8,11 09,08/02/1959,27,Madrid,Real Madrid,Spain,D
15,Chendo,D,5'09,175.26,11 11,12/10/1961,24,Totana,Real Madrid,Spain,D
16,HipÑlito RincÑn,F,,,,28/04/1957,29,Madrid,Betis,Spain,D
17,Francisco,M,5'10,177.8,12 00,01/11/1962,23,Osuna,Sevilla,Spain,D
18,Ramon Maria Calder_,M,5'10,177.8,12 02,16/01/1959,27,Tarragona,Barcelona,Spain,D
19,Julio Salinas,F,6'02,187.96,12 13,11/09/1962,23,Bilbao,Atl_tico Madrid,Spain,D
20,Jos_ Eloy,F,5'08,172.72,11 00,10/07/1964,21,GijÑn,Sporting GijÑn,Spain,D
21,MÕchel,M,6'00,182.88,12 01,23/03/1963,23,Madrid,Real Madrid,Spain,D
22,Juan Carlos Ablanedo,G,5'10,177.8,12 08,02/09/1963,22,Mieres,Sporting GijÑn,Spain,D
1,Troels Rasmussen,G,6'04,193.04,14 02,07/04/1961,25,Ebeltoft,Aarhus,Denmark,E
2,John Siveb_k,D,6'00,182.88,12 13,25/10/1961,24,Vejle,Manchester U,Denmark,E
3,SÀren Busk,D,6'00,182.88,12 08,10/04/1953,33,Glostrup,MVV Maastricht,Denmark,E
4,Morten Olsen,D,6'00,182.88,12 02,14/08/1949,36,Vordingborg,Anderlecht,Denmark,E
5,Ivan Nielsen,D,6'03,190.5,13 03,09/10/1956,29,Frederiksberg,Feyenoord,Denmark,E
6,SÀren Lerby,M,6'00,182.88,12 13,01/02/1958,28,Copenhagen,Bayern Munich,Denmark,E
7,Jan MÀlby,M,6'01,185.42,14 07,04/07/1963,22,Kolding,Liverpool,Denmark,E
8,Jesper Olsen,M,5'06,167.64,09 06,20/03/1961,25,Fakse,Manchester U,Denmark,E
9,Klaus Berggreen,F,6'00,182.88,11 09,03/02/1958,28,Virum,Pisa,Denmark,E
10,Preben Elkj_r Larsen,F,6'00,182.88,11 09,11/09/1957,28,Copenhagen,Verona,Denmark,E
11,Michael Laudrup,M,5'11,180.34,12 08,15/06/1964,21,Copenhagen,Juventus,Denmark,E
12,Jens JÀrn Bertelsen,D,5'07,170.18,10 01,15/02/1952,34,Guldager,Aarau,Denmark,E
13,Per Frimann,M,5'10,177.8,12 00,04/06/1962,23,Gladsaxe,Anderlecht,Denmark,E
14,Allan Simonsen,F,5'05,165.1,09 02,15/12/1952,33,Vejle,Vejle,Denmark,E
15,Frank Arnesen,M,5'11,180.34,11 05,30/09/1956,29,Copenhagen,PSV Eindhoven,Denmark,E
16,Ole Qvist,G,6'00,182.88,12 04,25/02/1950,36,Copenhagen,KB,Denmark,E
17,Kent Nielsen,D,6'01,185.42,13 05,28/12/1961,24,Frederiksberg,BrÀndby,Denmark,E
18,Flemming Christensen,M,,,,10/04/1958,28,Copenhagen,Lyngby,Denmark,E
19,John Eriksen,F,5'11,180.34,12 00,20/11/1957,28,Svendborg,Feyenoord,Denmark,E
20,Jan Bartram,M,,,,06/03/1962,24,Frederiksberg,Aarhus,Denmark,E
21,Henrik Andersen,M,6'01,185.42,13 03,07/05/1965,21,Amager,Anderlecht,Denmark,E
22,Lars HÀgh,G,6'03,190.5,14 00,14/01/1959,27,Odense,Odense,Denmark,E
1,Jim Leighton,G,6'01,185.42,12 11,24/07/1958,27,Johnstone,Aberdeen,Scotland,E
2,Richard Gough,D,6'00,182.88,12 00,05/04/1962,24,Stockholm,Dundee U,Scotland,E
3,Maurice Malpas,D,5'08,172.72,11 05,03/08/1962,23,Dunfermline,Dundee U,Scotland,E
4,Graeme Souness,D,5'11,180.34,11 11,06/05/1953,33,Edinburgh,Sampdoria,Scotland,E
5,Alex McLeish,M,6'01,185.42,12 04,21/01/1959,27,Barrhead,Aberdeen,Scotland,E
6,Willie Miller,D,5'11,180.34,11 07,02/05/1955,31,Glasgow,Aberdeen,Scotland,E
7,Gordon Strachan,M,5'06,167.64,10 01,09/02/1957,29,Edinburgh,Manchester U,Scotland,E
8,Roy Aitken,M,6'00,182.88,13 01,24/11/1958,27,Irvine,Celtic,Scotland,E
9,Eamonn Bannon,F,5'10,177.8,11 07,18/04/1958,28,Edinburgh,Dundee U,Scotland,E
10,Jim Bett,F,6'00,182.88,11 11,25/11/1959,26,Hamilton,Aberdeen,Scotland,E
11,Paul McStay,M,5'10,177.8,11 00,22/10/1964,21,Hamilton,Celtic,Scotland,E
12,Andy Goram,G,5'11,180.34,12 06,13/04/1964,22,Bury,Oldham Ath,Scotland,E
13,Steve Nicol,D,5'10,177.8,12 00,11/12/1961,24,Irvine,Liverpool,Scotland,E
14,David Narey,D,6'00,182.88,12 08,12/06/1956,29,Dundee,Dundee U,Scotland,E
15,Arthur Albiston,D,5'07,170.18,10 10,14/07/1957,28,Edinburgh,Manchester U,Scotland,E
16,Frank McAvennie,M,,,,22/11/1959,26,Lanark,West Ham U,Scotland,E
17,Steve Archibald,F,5'10,177.8,11 00,27/09/1956,29,Glasgow,Barcelona,Scotland,E
18,Graeme Sharp,F,6'01,185.42,11 05,16/10/1960,25,Glasgow,Everton,Scotland,E
19,Charlie Nicholas,F,5'10,177.8,10 10,30/12/1961,24,Glasgow,Arsenal,Scotland,E
20,Paul Sturrock,F,5'09,175.26,10 08,10/10/1956,29,Ellon,Dundee U,Scotland,E
21,Davie Cooper,M,,,,25/02/1956,30,Hamilton,Rangers,Scotland,E
22,Alan Rough,G,6'01,185.42,13 03,25/11/1951,34,Glasgow,Hibernian,Scotland,E
1,Rodolfo RodrÕguez,G,,,,20/01/1956,30,Montevideo,Santos,Uruguay,E
2,Nelson Guti_rrez,D,6'00,182.88,12 06,13/04/1962,24,Montevideo,River Plate,Uruguay,E
3,Eduardo Acevedo,D,,,,25/09/1959,26,Montevideo,Defensor Sporting,Uruguay,E
4,VÕctor Diogo,D,5'10,177.8,12 11,09/04/1958,28,Treinta y Tres,Palmeiras,Uruguay,E
5,Miguel Bossio,M,6'00,182.88,12 04,10/02/1960,26,Montevideo,Pe_arol,Uruguay,E
6,Jos_ Batista,D,5'04,162.56,09 13,06/03/1962,24,Colonia,Deportivo Espa_ol,Uruguay,E
7,Antonio Alzamendi,F,5'08,172.72,11 03,07/06/1956,29,Durazno,River Plate,Uruguay,E
8,Jorge Barrios,M,5'10,177.8,11 05,24/01/1961,25,Canelones,Olympiakos,Uruguay,E
9,Jorge da Silva,F,6'00,182.88,13 01,11/12/1961,24,Montevideo,Atl_tico Madrid,Uruguay,E
10,Enzo Francescoli,F,5'11,180.34,11 05,12/11/1961,24,Montevideo,River Plate,Uruguay,E
11,Sergio SantÕn,M,5'09,175.26,12 00,06/08/1956,29,Salto,Atl_tico Nacional,Uruguay,E
12,Fernando Alvez,G,6'00,182.88,12 11,04/09/1959,26,Montevideo,Pe_arol,Uruguay,E
13,C_sar Vega,D,,,,02/09/1959,26,Montevideo,Danubio,Uruguay,E
14,DarÕo Pereyra,D,6'00,182.88,12 06,19/10/1956,29,Sauce,SÜo Paulo,Uruguay,E
15,Eliseo Rivero,D,5'06,167.64,10 12,27/12/1957,28,,Pe_arol,Uruguay,E
16,Mario Saralegui,M,,,,24/04/1959,27,Artigas,Elche,Uruguay,E
17,Jos_ Zalazar,M,5'10,177.8,12 04,26/10/1963,22,Montevideo,Pe_arol,Uruguay,E
18,Rub_n Paz,F,5'08,172.72,11 03,08/08/1959,26,Artigas,Internacional,Uruguay,E
19,Venancio Ramos,F,5'07,170.18,10 06,20/06/1959,26,Artigas,Lens,Uruguay,E
20,Carlos Aguilera,F,5'05,165.1,10 10,21/09/1964,21,Montevideo,Nacional,Uruguay,E
21,Wilmar Cabrera,F,6'00,182.88,12 13,31/07/1959,26,Los Cerrillos,Valencia,Uruguay,E
22,Celso Otero,G,,,,01/02/1958,28,Montevideo,Montevideo Wanderers,Uruguay,E
1,Harald Schumacher,G,6'01,185.42,12 04,06/03/1954,32,DÙren,K_ln,West Germany,E
2,Hans-Peter Briegel,D,6'02,187.96,12 06,11/10/1955,30,Rodenbach,Verona,West Germany,E
3,Andreas Brehme,D,5'09,175.26,12 02,09/11/1960,25,Hamburg,Kaiserslautern,West Germany,E
4,Karlheinz F_rster,D,5'10,177.8,11 07,25/07/1958,27,Mosbach,Stuttgart,West Germany,E
5,Matthias Herget,D,5'10,177.8,11 09,14/11/1955,30,Annaberg-Buchholz,Bayer Uerdingen,West Germany,E
6,Norbert Eder,M,5'10,177.8,11 09,07/11/1955,30,Bibergau,Bayern Munich,West Germany,E
7,Pierre Littbarski,M,5'06,167.64,10 01,16/04/1960,26,Berlin,K_ln,West Germany,E
8,Lothar Matth_us,M,5'09,175.26,11 03,21/03/1961,25,Erlangen,Bayern Munich,West Germany,E
9,Rudi V_ller,F,5'11,180.34,12 02,13/04/1960,26,Hanau,Werder Bremen,West Germany,E
10,Felix Magath,M,5'09,175.26,11 09,26/07/1953,32,Aschaffenburg,Hamburg,West Germany,E
11,Karl-Heinz Rummenigge,F,6'00,182.88,12 06,25/09/1955,30,Lippstadt,Internazionale,West Germany,E
12,Uli Stein,G,6'00,182.88,12 00,23/10/1954,31,Hamburg,Hamburg,West Germany,E
13,Karl Allg_wer,M,5'11,180.34,11 07,05/01/1957,29,Geislingen an der Steige,Stuttgart,West Germany,E
14,Thomas Berthold,D,6'01,185.42,12 11,12/11/1964,21,Hanau,Eintracht Frankfurt,West Germany,E
15,Klaus Augenthaler,D,6'00,182.88,12 04,26/09/1957,28,FÙrstenzell,Bayern Munich,West Germany,E
16,Olaf Thon,M,5'07,170.18,10 10,01/05/1966,20,Gelsenkirchen,Schalke,West Germany,E
17,Ditmar Jakobs,D,5'11,180.34,11 07,28/08/1953,32,,Hamburg,West Germany,E
18,Uwe Rahn,M,6'01,185.42,12 04,21/05/1962,24,Mannheim,B M_nchengladbach,West Germany,E
19,Klaus Allofs,F,5'09,175.26,11 07,05/12/1956,29,DÙsseldorf,K_ln,West Germany,E
20,Dieter Hoene_,F,6'02,187.96,13 01,07/01/1953,33,Ulm,Bayern Munich,West Germany,E
21,Wolfgang Rolff,M,5'10,177.8,11 07,26/12/1959,26,Lamstedt,Hamburg,West Germany,E
22,Eike Immel,G,6'02,187.96,12 13,27/11/1960,25,Stadtallendorf,Borussia Dortmund,West Germany,E
1,Peter Shilton,G,6'00,182.88,12 13,18/09/1949,36,Leicester,Southampton,England,F
2,Gary Stevens,D,5'11,180.34,11 05,27/03/1963,23,Barrow-in-Furness,Everton,England,F
3,Kenny Sansom,D,5'06,167.64,10 06,26/09/1958,27,Camberwell,Arsenal,England,F
4,Glenn Hoddle,M,6'00,182.88,12 04,27/10/1957,28,Hayes,Tottenham H,England,F
5,Alvin Martin,D,6'01,185.42,13 03,29/07/1958,27,Bootle,West Ham U,England,F
6,Terry Butcher,D,6'04,193.04,13 03,28/12/1958,27,Singapore,Ipswich T,England,F
7,Bryan Robson,M,5'11,180.34,11 07,11/01/1957,29,Witton Gilbert,Manchester U,England,F
8,Ray Wilkins,M,5'08,172.72,11 00,14/09/1956,29,Hillingdon,Milan,England,F
9,Mark Hateley,F,6'03,190.5,13 01,07/11/1961,24,Wallasey,Milan,England,F
10,Gary Lineker,F,5'10,177.8,11 09,30/11/1960,25,Leicester,Barcelona,England,F
11,Chris Waddle,F,6'02,187.96,14 12,14/12/1960,25,Heworth,Tottenham H,England,F
12,Viv Anderson,D,6'00,182.88,12 04,29/07/1956,29,Nottingham,Arsenal,England,F
13,Chris Woods,G,6'02,187.96,14 12,14/11/1959,26,Boston,Norwich C,England,F
14,Terry Fenwick,D,6'01,185.42,11 00,17/11/1959,26,Seaham,QPR,England,F
15,Gary A. Stevens,D,6'00,182.88,12 00,30/03/1962,24,Hillingdon,Tottenham H,England,F
16,Peter Reid,M,5'08,172.72,10 08,20/06/1956,29,Huyton,Everton,England,F
17,Trevor Steven,M,5'10,177.8,10 12,21/09/1963,22,Berwick-upon-Tweed,Everton,England,F
18,Steve Hodge,M,6'01,185.42,11 09,25/10/1962,23,Nottingham,Aston Villa,England,F
19,John Barnes,M,5'11,180.34,11 07,07/11/1963,22,Kingston,Watford,England,F
20,Peter Beardsley,F,5'08,172.72,11 05,18/01/1961,25,Newcastle-upon-Tyne,Newcastle U,England,F
21,Kerry Dixon,F,6'00,182.88,13 01,24/07/1961,24,Luton,Chelsea,England,F
22,Gary Bailey,G,6'02,187.96,13 01,09/08/1958,27,Ipswich,Manchester U,England,F
1,Badou Zaki,G,5'10,177.8,12 08,02/04/1959,27,Sidi Kacem,Wydad Casablanca,Morocco,F
2,Labid Khalifa,D,5'06,167.64,10 01,,,,Kenitra AC,Morocco,F
3,Abdelmajid Lamriss,D,5'07,170.18,10 10,12/02/1959,27,,FAR Rabat,Morocco,F
4,Mustafa El Biyaz,D,5'09,175.26,10 03,12/02/1960,26,,KAC Marrakech,Morocco,F
5,Norredine Bouyahyaoui,D,,,,07/01/1955,31,,Kenitra AC,Morocco,F
6,Abdelmajid Dolmy,M,5'07,170.18,11 00,19/04/1953,33,Casablanca,Raja Casablanca,Morocco,F
7,Mustafa El Haddaoui,M,5'10,177.8,10 06,28/07/1961,24,,Lausanne,Morocco,F
8,Aziz Bouderbala,M,5'11,180.34,10 10,26/12/1960,25,Casablanca,Sion,Morocco,F
9,Abdelkarim Krimau,F,5'11,180.34,11 11,13/01/1955,31,,Le Havre,Morocco,F
10,Mohammed Timoumi,M,5'11,180.34,12 08,15/01/1960,26,Rabat,FAR Rabat,Morocco,F
11,Mustafa Merry,F,,,,21/04/1958,28,,Valenciennes,Morocco,F
12,Salahdine Hmied,G,,,,01/09/1961,24,,FAR Rabat,Morocco,F
13,Abdelfettah Rhiati,F,,,,25/02/1963,23,Fès,Maghreb Fès,Morocco,F
14,Lahcen Ouadani,D,6'00,182.88,12 00,14/07/1959,26,,FAR Rabat,Morocco,F
15,Mouncif El Haddaoui,M,,,,21/10/1964,21,,AS Sale,Morocco,F
16,Azzedine Amanallah,M,5'09,175.26,11 05,07/04/1956,30,Marrakech,Besançon,Morocco,F
17,Abderrazak Khairi,M,5'09,175.26,11 00,20/11/1962,23,Rabat,FAR Rabat,Morocco,F
18,Mohammed Sahil,F,,,,11/10/1963,22,,KAC Marrakech,Morocco,F
19,Fadel Jilal,D,,,,04/03/1964,22,,Wydad Casablanca,Morocco,F
20,Abdellah Bidane,D,,,,19/08/1967,18,,CODM Meknes,Morocco,F
21,Abdelaziz Souleimani,F,5'10,177.8,12 02,30/04/1958,28,,Maghreb Fez,Morocco,F
22,Abdelfettah Mouddani,G,,,,30/07/1956,29,,Kenitra AC,Morocco,F
1,JÑzef M_ynarczyk,G,6'00,182.88,12 08,20/09/1953,32,Nowa SÑl,FC Porto,Poland,F
2,Kazimierz Przyby_,D,6'01,185.42,12 08,11/07/1960,25,Radom,Widzew _Ñd_,Poland,F
3,W_adys_aw _muda,D,6'03,190.5,13 08,06/06/1954,31,Lublin,Cremonese,Poland,F
4,Marek Ostrowski,D,5'08,172.72,11 03,22/11/1959,26,Skrwilno,Pogo_ Szczecin,Poland,F
5,Roman WÑjcicki,D,6'04,193.04,13 01,08/01/1958,28,Nysa,Widzew _Ñd_,Poland,F
6,Waldemar Matysik,M,5'09,175.26,11 03,27/09/1961,24,Stanica Wielka,GÑrnik Zabrze,Poland,F
7,Ryszard Tarasiewicz,M,5'10,177.8,11 00,27/04/1962,24,Wroc_aw,_l_sk Wroc_aw,Poland,F
8,Jan Urban,F,5'11,180.34,11 05,14/05/1962,24,Jaworzno,GÑrnik Zabrze,Poland,F
9,Jan Kara_,M,5'09,175.26,10 06,17/03/1959,27,KrakÑw,Legia Warszawa,Poland,F
10,Stefan Majewski,D,6'00,182.88,12 13,31/01/1956,30,Bydgoszcz,Kaiserslautern,Poland,F
11,W_odzimierz Smolarek,F,5'07,170.18,11 00,16/07/1957,28,AleksandrÑw _Ñdzki,Widzew _Ñd_,Poland,F
12,Jacek Kazimierski,G,6'01,185.42,12 13,17/08/1959,26,Warszawa,Legia Warszawa,Poland,F
13,Ryszard Komornicki,M,5'10,177.8,11 09,14/08/1959,26,_cinawa,GÑrnik Zabrze,Poland,F
14,Dariusz Kubicki,D,5'10,177.8,11 05,06/06/1963,22,Ko_uchÑw,Legia Warszawa,Poland,F
15,Andrzej Buncol,M,5'09,175.26,11 07,21/09/1959,26,Gliwice,Legia Warszawa,Poland,F
16,Andrzej Pa_asz,M,5'08,172.72,09 13,22/07/1960,25,Zabrze,GÑrnik Zabrze,Poland,F
17,Andrzej Zgutczy_ski,F,5'10,177.8,12 00,01/01/1958,28,Elk,GÑrnik Zabrze,Poland,F
18,Krzysztof Pawlak,D,6'00,182.88,12 08,12/02/1958,28,TrzebiechÑw,Lech Pozna_,Poland,F
19,JÑzef Wandzik,G,6'04,193.04,14 07,13/08/1963,22,Tarnowskie GÑry,GÑrnik Zabrze,Poland,F
20,Zbigniew Boniek,F,6'00,182.88,12 00,03/03/1956,30,Bydgoszcz,Roma,Poland,F
21,Dariusz Dziekanowski,F,6'00,182.88,11 09,30/09/1962,23,Warsaw,Legia Warszawa,Poland,F
22,Jan Furtok,F,5'09,175.26,11 07,09/03/1962,24,Katowice,GKS Katowice,Poland,F
1,Manuel Bento,G,5'08 ,172.72,11 03,25/06/1948,37,GolegÜ,Benfica,Portugal,F
2,JoÜo Pinto,D,5'08 ,172.72,11 05,21/11/1961,24,Vila Nova de Gaia,FC Porto,Portugal,F
3,AntÑnio Sousa,M,5'09 ,175.26,11 03,28/04/1957,29,Sao Joao da Madeira,Sporting CP,Portugal,F
4,Jos_ Ribeiro,D,,,,02/11/1957,28,,Good view,Portugal,F
5,Alvaro,D,5'11 ,180.34,11 07,03/01/1961,25,Lamego,Benfica,Portugal,F
6,Carlos Manuel,M,5'09 ,175.26,11 07,15/01/1958,28,Moita,Benfica,Portugal,F
7,Jaime Pacheco,M,5'07 ,170.18,10 10,22/07/1958,27,Walls,Sporting CP,Portugal,F
8,Frederick,M,5'09 ,175.26,11 03,06/04/1957,29,,Good view,Portugal,F
9,Fernando Gomes,F,5'09 ,175.26,11 07,22/11/1956,29,Port,FC Porto,Portugal,F
10,Paulo Futre,F,5'09 ,175.26,12 00,28/02/1966,20,Montijo,FC Porto,Portugal,F
11,Oscar Bandeirinha,D,5'07 ,170.18,10 08,26/11/1962,23,,Academic,Portugal,F
12,Jorge Martins,G,5'10 ,177.8,11 05,08/08/1954,31,Alhos Vedros,Belenenses,Portugal,F
13,AntÑnio Morato,D,,,,06/11/1964,21,Lisbon,Sporting CP,Portugal,F
14,Jaime MagalhÜes,M,5'08 ,172.72,11 11,19/07/1962,23,Campaign,FC Porto,Portugal,F
15,AntÑnio Oliveira,D,,,,08/06/1958,27,Penafiel,Benfica,Portugal,F
16,Jos_ AntÑnio,M,,,,29/10/1957,28,,Belenenses,Portugal,F
17,Diamantino,M,5'08 ,172.72,10 03,03/08/1959,26,Moita,Benfica,Portugal,F
18,LuÕs Sobrinho,M,,,,05/05/1961,25,,Belenenses,Portugal,F
19,Rui Waters,F,5'10 ,177.8,11 09,28/04/1960,26,Lisbon,Benfica,Portugal,F
20,Augusto Inàcio,D,5'08 ,172.72,11 05,01/02/1955,31,Lisbon,FC Porto,Portugal,F
21,AntÑnio Andr_,M,5'09 ,175.26,12 00,24/12/1957,28,Vila do Conde,FC Porto,Portugal,F
22,VÕtor Damas,G,5'11 ,180.34,11 03,08/10/1947,38,Lisbon,Sporting CP,Portugal,F
