Number,Name,Pos,Height,Height_cm,Weight,Date of Birth,Age,Birth Place,Current Club,Nat,Group
3,Carlos Babington,F,"5'09""",175.26,11 07,20/09/1949,24,Capital Federal,Hurac‡n,Argentina,D
4,Agust’n Balbuena,F,"5'08""",172.72,10 10,01/09/1945,28,,Independiente,Argentina,D
5,çngel Bargas,D,"5'09""",175.26,11 00,29/10/1946,27,Capital Federal,Nantes,Argentina,D
6,Miguel çngel Brindisi,M,"5'09""",175.26,11 05,08/10/1950,23,Almagro,Hurac‡n,Argentina,D
7,Jorge Carrascosa,D,"5'06""",167.64,10 03,15/08/1948,25,,Hurac‡n,Argentina,D
8,Enrique Chazarreta,M,"5'09""",175.26,11 03,29/07/1947,26,,San Lorenzo,Argentina,D
9,Rub_n Glaria,D,"5'06""",167.64,10 06,10/03/1948,26,,San Lorenzo,Argentina,D
10,Ram—n Heredia,M,"5'09""",175.26,11 03,26/02/1951,23,,Atl_tico Madrid,Argentina,D
11,Ren_ Houseman,F,"5'05""",165.1,09 13,19/07/1953,20,La Banda,Hurac‡n,Argentina,D
12,Ubaldo Fillol,G,"6'00""",182.88,12 08,21/07/1950,23,San Miguel del Monte,River Plate,Argentina,D
13,Mario Kempes,F,"6'00""",182.88,12 08,15/07/1954,19,Belville,Rosario Central,Argentina,D
14,Roberto Perfumo,D,"5'10""",177.8,11 11,03/10/1942,31,Sarand’,Cruzeiro,Argentina,D
15,Aldo Poy,M,,,,14/09/1945,28,Rosario,Rosario Central,Argentina,D
16,Francisco S‡,D,"5'10""",177.8,11 05,25/10/1945,28,Las Lomitas,Independiente,Argentina,D
17,Carlos Squeo,F,"5'07""",170.18,10 10,04/06/1948,26,,Racing Club,Argentina,D
18,Roberto Telch,M,"5'10""",177.8,11 07,06/11/1943,30,,San Lorenzo,Argentina,D
19,N_stor Togneri,D,,,,27/11/1942,31,,Estudiantes,Argentina,D
20,Enrique Wolff,D,"5'09""",175.26,11 03,21/02/1949,25,Capital Federal,River Plate,Argentina,D
21,Miguel Santoro,G,,,,27/02/1942,32,,Independiente,Argentina,D
22,H_ctor Yazalde,F,"5'09""",175.26,11 03,29/05/1946,28,Avellaneda,Sporting CP,Argentina,D
1,Henri Francillon,G,"6'00""",182.88,12 08,26/05/1946,28,,Victory FC,Haiti,D
2,Wilner Piquant,G,,,,12/10/1949,24,,Violette,Haiti,D
3,Arsene August,D,,,,03/02/1951,23,,Racing Club Ha•tien,Haiti,D
4,Fritz Andre,D,"6'00""",182.88,12 08,18/09/1946,27,,Violette,Haiti,D
5,Serge Ducoste,D,"5'09""",175.26,11 05,04/02/1944,30,,Aigle Noir,Haiti,D
6,Pierre Bayonne,D,"5'09""",175.26,11 00,11/06/1949,25,,Violette,Haiti,D
7,Philippe Vorbe,M,"6'01""",185.42,12 04,14/09/1947,26,,Violette,Haiti,D
8,Jean-Claude Desir,M,"5'09""",175.26,11 05,08/08/1946,27,,Aigle Noir,Haiti,D
9,Eddy Antoine,M,"5'09""",175.26,11 07,27/08/1949,24,,Racing Club Ha•tien,Haiti,D
10,Guy François,M,"5'09""",175.26,11 05,18/09/1947,26,,Violette,Haiti,D
11,Guy Saint-Vil,F,"5'07""",170.18,11 00,21/10/1942,31,,Racing Club Ha•tien,Haiti,D
12,Ernst Jean-Joseph,D,"6'01""",185.42,11 00,11/06/1948,26,,Violette,Haiti,D
13,Serge Racine,M,"5'11""",180.34,12 00,09/10/1951,22,,Aigle Noir,Haiti,D
14,Wilner Nazaire,D,"6'01""",185.42,12 13,30/03/1950,24,,Valenciennes,Haiti,D
15,Roger Saint-Vil,F,"5'07""",170.18,12 04,08/12/1949,24,,Archibald FC,Haiti,D
16,Fritz Leandre,F,"5'03""",160.02,10 03,13/03/1948,26,,Racing Club Ha•tien,Haiti,D
17,Joseph-Marion Leandre,D,"5'10""",177.8,11 00,09/05/1945,29,,Racing Club Ha•tien,Haiti,D
18,Claude Barthelemy,D,"5'06""",167.64,11 00,09/05/1945,29,,Racing Club Ha•tien,Haiti,D
19,Jean-Hubert Austin,M,,,,23/02/1950,24,,Violette,Haiti,D
20,Emmanuel Sanon,F,"5'10""",177.8,12 04,25/06/1951,22,,Don Bosco,Haiti,D
21,Wilfried Louis,D,"5'05""",165.1,09 06,25/10/1949,24,,Don Bosco,Haiti,D
22,Gerard Joseph,G,,,,22/10/1949,24,,Racing Club Ha•tien,Haiti,D
1,Dino Zoff,G,"6'00""",182.88,12 04,28/02/1942,32,Mariano del Friuli,Juventus,Italy,D
2,Luciano Spinosi,D,"6'00""",182.88,12 00,09/05/1950,24,Rome,Juventus,Italy,D
3,Giacinto Facchetti,D,"6'02""",187.96,13 08,18/07/1942,31,Treviglio,Internazionale,Italy,D
4,Romeo Benetti,M,"5'09""",175.26,11 11,20/10/1945,28,Albaredo d'Adige,Milan,Italy,D
5,Francesco Morini,D,"6'01""",185.42,12 02,12/08/1944,29,San Giuliano Terme,Juventus,Italy,D
6,Tarcisio Burgnich,D,"5'10""",177.8,12 00,25/04/1939,35,Ruda,Internazionale,Italy,D
7,Sandro Mazzola,F,"5'10""",177.8,10 06,08/11/1942,31,Turin,Internazionale,Italy,D
8,Fabio Capello,M,"5'10""",177.8,11 07,18/06/1946,27,San Canzian d'Isonzo,Juventus,Italy,D
9,Giorgio Chinaglia,F,"6'01""",185.42,13 05,24/01/1947,27,Carrara,Lazio,Italy,D
10,Gianni Rivera,M,"5'09""",175.26,10 10,18/08/1943,30,Alessandria,Milan,Italy,D
11,Luigi Riva,F,"5'11""",180.34,12 04,07/11/1944,29,Leggiuno,Cagliari,Italy,D
12,Enrico Albertosi,G,"6'00""",182.88,12 02,02/11/1939,34,Pontremoli,Cagliari,Italy,D
13,Giuseppe Sabadini,D,,,,26/03/1949,25,Sagrado,Milan,Italy,D
14,Mauro Bellugi,M,"6'00""",182.88,12 06,07/02/1950,24,Buonconvento,Internazionale,Italy,D
15,Giuseppe Wilson,D,"5'08""",172.72,11 03,27/10/1945,28,Darlington,Lazio,Italy,D
16,Antonio Juliano,M,"5'09""",175.26,11 05,01/01/1943,31,Naples,Napoli,Italy,D
17,Luciano Re Cecconi,M,,,,01/12/1948,25,Nerviano,Lazio,Italy,D
18,Franco Causio,F,"5'08""",172.72,10 10,01/02/1949,25,Lecce,Juventus,Italy,D
19,Pietro Anastasi,F,"5'08""",172.72,11 03,07/04/1948,26,Catania,Juventus,Italy,D
20,Roberto Boninsegna,F,"5'10""",177.8,12 00,13/11/1943,30,Mantova,Internazionale,Italy,D
21,Paolo Pulici,F,"5'10""",177.8,11 09,27/04/1950,24,Roncello,Torino,Italy,D
22,Luciano Castellini,G,"5'11""",180.34,12 08,12/12/1945,28,Milan,Torino,Italy,D
1,Andrzej Fischer,G,,,,15/01/1953,21,,G—rnik Zabrze,Poland,D
2,Jan Tomaszewski,G,"6'04""",193.04,14 11,09/01/1948,26,Wroc_aw,_KS _—d_,Poland,D
3,Zygmunt Kalinowski,G,,,,02/05/1949,25,,_l_sk Wroc_aw,Poland,D
4,Antoni Szymanowski,D,"5'11""",180.34,11 09,13/01/1951,23,Tomasz—w Mazowiecki,Wis_a Krak—w,Poland,D
5,Zbigniew Gut,D,"5'11""",180.34,11 11,17/04/1949,25,,Odra Opole,Poland,D
6,Jerzy Gorgo_,D,"6'04""",193.04,14 02,18/07/1949,24,Zabrze,G—rnik Zabrze,Poland,D
7,Henryk Wieczorek,M,,,,14/12/1949,24,Chorz—w,G—rnik Zabrze,Poland,D
8,Miros_aw Bulzacki,D,,,,23/10/1951,22,_—d_,_KS _—d_,Poland,D
9,W_adys_aw _muda,D,"6'03""",190.5,13 08,06/06/1954,20,Lublin,Gwardia Warszawa,Poland,D
10,Adam Musia_,D,"5'09""",175.26,11 11,18/12/1948,25,Wieliczka,Wis_a Krak—w,Poland,D
11,Les_aw _mikiewicz,M,"5'08""",172.72,11 05,25/08/1948,25,Wroc_aw,Legia Warszawa,Poland,D
12,Kazimierz Deyna,M,"5'11""",180.34,12 02,23/10/1947,26,Starogard Gda_ski,Legia Warszawa,Poland,D
13,Henryk Kasperczak,M,"5'11""",180.34,11 09,10/07/1946,27,Zabrze,Stal Mielec,Poland,D
14,Zygmunt Maszczyk,M,"5'09""",175.26,11 05,03/05/1945,29,Siemianowice _l_skie,Ruch Chorz—w,Poland,D
15,Roman Jak—bczak,F,"5'09""",175.26,11 00,26/02/1946,28,Wrze_nia,Lech Pozna_,Poland,D
16,Grzegorz Lato,M,"5'09""",175.26,11 07,08/04/1950,24,Malbork,Stal Mielec,Poland,D
17,Andrzej Szarmach,F,"5'10""",177.8,11 07,03/10/1950,23,Gda_sk,G—rnik Zabrze,Poland,D
18,Robert Gadocha,F,"5'07""",170.18,10 12,10/01/1946,28,Krak—w,Legia Warszawa,Poland,D
19,Jan Domarski,F,"5'10""",177.8,11 11,28/10/1946,27,,Stal Mielec,Poland,D
20,Zdzis_aw Kapka,M,"5'11""",180.34,12 00,07/12/1954,19,Krak—w,Wis_a Krak—w,Poland,D
21,Kazimierz Kmiecik,F,"5'09""",175.26,11 00,19/09/1951,22,W_grzce Wielkie,Wis_a Krak—w,Poland,D
22,Marek Kusto,F,"5'11""",180.34,11 07,29/04/1954,20,Bochnia,Wis_a Krak—w,Poland,D
